ID,SKU,Nombre,"¿En stock?",Stock,Oferta,"Precio normal",Img,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3"
32876,,"Letras iniciales adhesivas | COLOR AQUA",1,,,900,,"SELECCIONAR LETRA",E,,0,,,,,,,,
32928,,"Letras iniciales adhesivas | COLOR CHERRY",1,,,900,,"SELECCIONAR LETRA",E,,0,,,,,,,,
32958,,"Letras iniciales adhesivas | COLOR MOSTAZA",1,,,900,,"SELECCIONAR LETRA",E,,0,,,,,,,,
33716,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-sports.jpg,"Temático","Sin dibujo SPORTS",,0,,,,,,,,
34535,,"Sello personalizado REDONDO",1,,,39990,,"Modelo","OSO PANDA",,0,,,,,,,,
39491,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-blue.jpg,"Temático","sin dibujo BLUE",,0,,,,,,,,
39508,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2022/11/tematicas-lisas-pastel.jpg,"Temático","sin dibujo PASTEL",,0,,,,,,,,
44746,,"ETIQUETAS PARA ALERGIAS",1,,,3671,https://etiquecosas.ar/wp-content/uploads/2022/12/pescado-sofi-chas.jpg,"SELECCIONAR ALERGIA",PESCADO,,0,,,,,,,,
48895,,"Botella térmica - 500 ml",1,1,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-sun.jpg,"color",SUN,,0,,,,,,,,
49449,,"Cinta para Rotuladora estilo Vintage",1,14,,5870,https://etiquecosas.ar/wp-content/uploads/2023/04/800610.jpg,"color",ROSA,,0,,,,,,,,
51691,,"TIRACIERRES con nombre personalizados. Pack x 3",1,,,19172,https://etiquecosas.ar/wp-content/uploads/2023/07/tiracierre-modelo-rojo.jpg,"color",ROJO,,0,,,,,,,,
52295,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo VIOLETA - Letra BLANCA",,0,,,,,,,,
52827,,"Bandas de silicona personalizadas. 2 unidades",1,,,19999,,"color BANDA 1",AZUL,,0,"color BANDA 2",,,0,"SELECCIONAR DIBUJO",,,0
59040,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático","sin dibujo PASTEL",,0,,,,,,,,
66917,,"Botella térmica - 350 ml",0,0,,52400,https://etiquecosas.ar/wp-content/uploads/2024/03/urban-street-dog-2-1.jpg,"Modelo","URBAN KIDS - STREET DOG",,0,,,,,,,,
67660,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",EMOJIS,,0,,,,,,,,
68792,,"Producto prueba 1 - Verde, Grande",1,,,4250,,Color,Verde,,1,Tamaño,Grande,,1,,,,
68897,,"Etiquetas para frascos CHAPLIN VINTAGE - Frutos secos, sésamo, granola, avena, quinoa, lentejas",0,0,,1000,https://etiquecosas.ar/wp-content/uploads/2024/06/frutos-secos.png,"Modelo","Frutos secos\, sésamo\, granola\, avena\, quinoa\, lentejas",,0,,,,,,,,
69124,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2021/01/tag_gato.jpg,Modelo,GATO,,1,,,,,,,,
69184,,"Pins para Crocs",1,14,,3505,https://etiquecosas.ar/wp-content/uploads/2024/06/Pin-camiseta-10.jpg,"PINS PARA CROCS","Camiseta 10",,1,,,,,,,,
70436,,"Nombres transfer con relieve x 4 - CURSIVA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-cursiva-blanco.jpg,Color,blanco,,1,,,,,,,,
70454,,"Nombres transfer con relieve x 4 - BOLD",1,,,7860,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-bold-blanco.jpg,Color,blanco,,1,,,,,,,,
70472,,"Nombres transfer con relieve x 4 - MAYÚSCULA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/transfer-mayuscula-colores-blanco.jpg,Color,blanco,,1,,,,,,,,
71140,,"LOGOS transfer con relieve",1,,,56274,,"SELECCIONAR TAMAÑO","5x2 cm - 70 unidades",,0,,,,,,,,
71877,,"Contenedor plegable apilable Ay-Kasa Mini",1,8,,27995,https://etiquecosas.ar/wp-content/uploads/2024/10/rosa-viejo-minibox.jpg,"color","Rosa viejo",,0,,,,,,,,
73984,,"Tapa sorbetes",1,49,,3501,https://etiquecosas.ar/wp-content/uploads/2024/12/fotos-800-px-web-HELLO.png,"SELECCIONAR TAPA SORBETES",Hello,,1,,,,,,,,
74539,,"COMBO etiquetas super mini + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2021/09/gama5.jpg,"Color","TIERRA - ROSA -AQUA (tonos pastel)",,0,,,,,,,,
89475,,"Identificador de mochila - Personalizado",1,,,9000,https://etiquecosas.ar/wp-content/uploads/2025/03/identificador-skate.jpg,"Modelo",Skate,,0,,,,,,,,
90346,,"Parches bordados planchables",1,7,,3905,https://etiquecosas.ar/wp-content/uploads/2025/04/lemon_squeezy.jpg,"Modelos parches","Lemon squeezy",,1,,,,,,,,
91360,,"Diseños transfer con relieve",1,,,6005,https://etiquecosas.ar/wp-content/uploads/2025/06/disenos-en-relieve-work-hard-negro.jpg,"Modelo relieve","WORK HARD DREAM BIG (negro)",,1,,,,,,,,
91827,,"Classic Box - Bloque organizador multiuso LEGO®",1,1,,36600,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-imanes-41.jpg,Color,Negro,,1,,,,,,,,
520,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello","AVION DE PAPEL",,0,,,,,,,,
875,,"Etiquetas para alergias PERSONALIZADAS",1,,,10890,,"Seleccionar ICONO","SIN TACC",,0,"color",BLANCO,,0,,,,
969,,"100 etiquetas SUPER MINI para lapices y marcadores",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2020/01/gama3.jpg,"Color","VIOLETA - FUCSIA - ROSA",,0,,,,,,,,
1410,,"Etiquetas rotuladoras - PERSONALIZADAS",1,,,9900,,"color",TURQUESA,,0,,,,,,,,
1415,,"Etiquetas para frascos personalizadas - VOS ELEGIS LO QUE DICEN",1,,,9900,https://etiquecosas.ar/wp-content/uploads/2020/06/transparentes.jpg,"Modelo","TRANSPARENTES (18 u.)",,0,,,,,,,,
1605,,"Etiquetas autoadhesivas con tu MARCA. Medidas a elección",1,,,9500,,"SELECCIONAR MEDIDA","Otra medida",,0,,,,,,,,
2456,,"SELLO DE MADERA. Medida chica/mediana",1,,,24200,,"SELECCIONAR TAMAÑO","8 cm",,0,,,,,,,,
10841,,"Etiquetas para cumpleaños - 3,5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-sirenas.png,"SELECCIONAR DISEÑO",SIRENAS,,0,,,,,,,,
11015,,"Etiquetas cierra bolsas - 5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-sirenas.png,"SELECCIONAR DISEÑO",SIRENAS,,0,,,,,,,,
13531,,"SOUVENIR. 8 planchas personalizadas de stickers para jugar y decorar",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/10/animales.png,"Modelo",ANIMALES,,0,,,,,,,,
29545,,"Invitación tarjeta Digital - Ideal Whatsapp",1,,,2500,https://etiquecosas.ar/wp-content/uploads/2022/05/invitacion-celu-espacio.jpg,"SELECCIONAR DISEÑO",ESPACIO,,0,,,,,,,,
30575,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,16200,https://etiquecosas.ar/wp-content/uploads/2022/06/mostaza.jpg,"Cantidad","30 LETRAS",,0,"color",MOSTAZA,,0,,,,
31992,,"Etiquetas temáticas SIN DIBUJO",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-sports.jpg,"Modelo","Sin dibujo SPORTS",,0,,,,,,,,
32877,,"Letras iniciales adhesivas | COLOR AQUA",1,,,900,,"SELECCIONAR LETRA",F,,0,,,,,,,,
32929,,"Letras iniciales adhesivas | COLOR CHERRY",1,,,900,,"SELECCIONAR LETRA",F,,0,,,,,,,,
32959,,"Letras iniciales adhesivas | COLOR MOSTAZA",0,,,900,,"SELECCIONAR LETRA",F,,0,,,,,,,,
33717,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2022/11/tematicas-lisas-pastel.jpg,"Temático","Sin dibujo PASTEL",,0,,,,,,,,
34536,,"Sello personalizado REDONDO",1,,,39990,,"Modelo",OSO,,0,,,,,,,,
39492,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2022/11/tematicas-lisas-pastel.jpg,"Temático","sin dibujo PASTEL",,0,,,,,,,,
48896,,"Botella térmica - 500 ml",1,2,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-magenta.jpg,"color",MAGENTA,,0,,,,,,,,
49450,,"Cinta para Rotuladora estilo Vintage",0,0,,5870,https://etiquecosas.ar/wp-content/uploads/2023/04/negro-motex.jpg,"color",NEGRO,,0,,,,,,,,
51692,,"TIRACIERRES con nombre personalizados. Pack x 3",1,,,19172,https://etiquecosas.ar/wp-content/uploads/2023/07/tiracierre-modelo-fucsia.jpg,"color",FUCSIA,,0,,,,,,,,
52296,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo VERDE OSCURO - Letra VERDE CLARO",,0,,,,,,,,
52828,,"Bandas de silicona personalizadas. 2 unidades",1,,,19999,,"color BANDA 1",VIOLETA,,0,"color BANDA 2",,,0,"SELECCIONAR DIBUJO",,,0
52958,,"Banda de silicona personalizada. 1 unidad",1,,,10999,,"color",FUCSIA,,0,"SELECCIONAR DIBUJO",,,0,,,,
56679,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2021/01/tematicas-AIRE.jpg,"Temático",AIRE,,0,,,,,,,,
59041,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático",AIRE,,0,,,,,,,,
67661,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",TEEN,,0,,,,,,,,
69125,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2021/01/tag_hada.jpg,Modelo,HADA,,1,,,,,,,,
69185,,"Pins para Crocs",1,5,,3505,https://etiquecosas.ar/wp-content/uploads/2024/06/3176E805-8D83-4B1B-868C-1E1EEAA74F8F_1_105_c.jpeg,"PINS PARA CROCS","combi del amor",,1,,,,,,,,
70601,,"Nombres transfer con relieve x 4 - BOLD",1,,,7860,,Color,Negro,,1,,,,,,,,
70602,,"Nombres transfer con relieve x 4 - CURSIVA",1,,,7957,,Color,Negro,,1,,,,,,,,
70603,,"Nombres transfer con relieve x 4 - MAYÚSCULA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/transfer-mayuscula-colores-negro.jpg,Color,Negro,,1,,,,,,,,
71141,,"LOGOS transfer con relieve",1,,,56274,,"SELECCIONAR TAMAÑO","6x3 cm - 42 unidades",,0,,,,,,,,
71878,,"Contenedor plegable apilable Ay-Kasa Mini",1,6,,27995,https://etiquecosas.ar/wp-content/uploads/2024/10/aykasa-mini-rosa-cerezo.jpg,"color","Rosa cerezo",,0,,,,,,,,
73985,,"Tapa sorbetes",1,41,,3501,https://etiquecosas.ar/wp-content/uploads/2024/12/fotos-800-px-web-PACMAN.png,"SELECCIONAR TAPA SORBETES",Pacman,,1,,,,,,,,
74540,,"COMBO etiquetas super mini + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2021/09/gama6.jpg,"Color","MAIZ - CELESTE - AZUL MARINO",,0,,,,,,,,
89476,,"Identificador de mochila - Personalizado",1,,,9000,,"Modelo","Not your bag",,0,,,,,,,,
90347,,"Parches bordados planchables",1,4,,3905,https://etiquecosas.ar/wp-content/uploads/2025/04/panda.jpg,"Modelos parches",Panda,,1,,,,,,,,
91258,,"Diseños transfer con relieve",1,,,6005,https://etiquecosas.ar/wp-content/uploads/2025/06/disenos-en-relieve-be-you.jpg,"Modelo relieve","BE YOU",,1,,,,,,,,
91828,,"Classic Box - Bloque organizador multiuso LEGO®",1,6,,36600,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-imanes-31.jpg,Color,Rojo,,1,,,,,,,,
521,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello",,,0,,,,,,,,
876,,"Etiquetas para alergias PERSONALIZADAS",1,,,10890,,"Seleccionar ICONO","NO AZUCAR",,0,"color",ROJO,,0,,,,
2457,,"SELLO DE MADERA. Medida chica/mediana",1,,,30371,,"SELECCIONAR TAMAÑO","9 cm",,0,,,,,,,,
10842,,"Etiquetas para cumpleaños - 3,5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-cisnes.jpg,"SELECCIONAR DISEÑO",CISNES,,0,,,,,,,,
11016,,"Etiquetas cierra bolsas - 5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-cisnes.jpg,"SELECCIONAR DISEÑO",CISNES,,0,,,,,,,,
13094,,"100 etiquetas SUPER MINI para lapices y marcadores",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2021/09/gama5.jpg,"Color","TIERRA - ROSA -AQUA (tonos pastel)",,0,,,,,,,,
13532,,"SOUVENIR. 8 planchas personalizadas de stickers para jugar y decorar",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/10/fantasia.png,"Modelo",FANTASIA,,0,,,,,,,,
29546,,"Invitación tarjeta Digital - Ideal Whatsapp",1,,,2500,https://etiquecosas.ar/wp-content/uploads/2022/05/invitacion-celu-cisnes.jpg,"SELECCIONAR DISEÑO",CISNES,,0,,,,,,,,
30576,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,16200,https://etiquecosas.ar/wp-content/uploads/2022/06/cherry.jpg,"Cantidad","30 LETRAS",,0,"color",CHERRY,,0,,,,
32878,,"Letras iniciales adhesivas | COLOR AQUA",1,,,900,,"SELECCIONAR LETRA",G,,0,,,,,,,,
32930,,"Letras iniciales adhesivas | COLOR CHERRY",1,,,900,,"SELECCIONAR LETRA",G,,0,,,,,,,,
32960,,"Letras iniciales adhesivas | COLOR MOSTAZA",1,,,900,,"SELECCIONAR LETRA",G,,0,,,,,,,,
33718,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-blue.jpg,"Temático","Sin dibujo BLUE",,0,,,,,,,,
34537,,"Sello personalizado REDONDO",1,,,39990,,"Modelo",PERRO,,0,,,,,,,,
48897,,"Botella térmica - 500 ml",0,0,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-pine-tree.jpg,"color","PINE TREE",,0,,,,,,,,
52297,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo GRIS - Letra CELESTE",,0,,,,,,,,
56682,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2021/01/tematicas-AIRE.jpg,"Temático",AIRE,,0,,,,,,,,
59042,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático",SKATE,,0,,,,,,,,
67662,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",FUTBOL,,0,,,,,,,,
69126,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2021/01/tag_leon.jpg,Modelo,LEON,,1,,,,,,,,
69186,,"Pins para Crocs",1,29,,3505,https://etiquecosas.ar/wp-content/uploads/2024/06/pin-corazon-my-bae.jpg,"PINS PARA CROCS","Corazón ""My Bae""",,1,,,,,,,,
71142,,"LOGOS transfer con relieve",1,,,56274,,"SELECCIONAR TAMAÑO","7x3 cm - 35 etiquetas",,0,,,,,,,,
71143,,"LOGOS transfer con relieve",1,,,56274,,"SELECCIONAR TAMAÑO","Otra medida",,0,,,,,,,,
71879,,"Contenedor plegable apilable Ay-Kasa Mini",1,5,,27995,https://etiquecosas.ar/wp-content/uploads/2024/10/verde-lima-minibox.jpg,"color","Lima claro",,0,,,,,,,,
73986,,"Tapa sorbetes",1,32,,3501,https://etiquecosas.ar/wp-content/uploads/2024/12/fotos-800-px-web-PALTA.png,"SELECCIONAR TAPA SORBETES",Palta,,1,,,,,,,,
74541,,"COMBO etiquetas super mini + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2022/11/super-mini-balnco-y-negro.jpg,"Color","BLANCO Y NEGRO",,0,,,,,,,,
89477,,"Identificador de mochila - Personalizado",1,,,9000,https://etiquecosas.ar/wp-content/uploads/2025/03/identificador-simones-pom-pom.jpg,"Modelo","Simones Sofía POM POM",,0,,,,,,,,
90348,,"Parches bordados planchables",1,3,,3905,https://etiquecosas.ar/wp-content/uploads/2025/04/sandia.jpg,"Modelos parches",Sandía,,1,,,,,,,,
90414,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2025/05/portada-tematicas-positive.jpg,"Temático",POSITIVE,,0,,,,,,,,
91261,,"Diseños transfer con relieve",1,,,6005,https://etiquecosas.ar/wp-content/uploads/2025/06/disenos-en-relieve-dibujos-flores-blancas.png,"Modelo relieve","FLORES BLANCAS",,1,,,,,,,,
91829,,"Classic Box - Bloque organizador multiuso LEGO®",0,0,,36600,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-imanes-34.jpg,Color,Rosa,,1,,,,,,,,
522,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello",BOTINES,,0,,,,,,,,
877,,"Etiquetas para alergias PERSONALIZADAS",1,,,10890,,"Seleccionar ICONO","NO AZUCAR",,0,"color",VERDE,,0,,,,
2458,,"SELLO DE MADERA. Medida chica/mediana",1,,,31200,,"SELECCIONAR TAMAÑO","10 cm",,0,,,,,,,,
13534,,"SOUVENIR. 8 planchas personalizadas de stickers para jugar y decorar",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/10/invierno.png,"Modelo",INVIERNO,,0,,,,,,,,
29547,,"Invitación tarjeta Digital - Ideal Whatsapp",1,,,2500,https://etiquecosas.ar/wp-content/uploads/2022/05/invitacion-celu-sirenas.jpg,"SELECCIONAR DISEÑO",SIRENAS,,0,,,,,,,,
31781,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,16200,,"Cantidad","30 LETRAS",,0,"color","MIX DE 2 COLORES",,0,,,,
32241,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2022/09/PLANCHAS-SKATE.jpg,"Temático",SKATE,,0,,,,,,,,
32879,,"Letras iniciales adhesivas | COLOR AQUA",1,,,900,,"SELECCIONAR LETRA",H,,0,,,,,,,,
32931,,"Letras iniciales adhesivas | COLOR CHERRY",1,,,900,,"SELECCIONAR LETRA",H,,0,,,,,,,,
32961,,"Letras iniciales adhesivas | COLOR MOSTAZA",1,,,900,,"SELECCIONAR LETRA",H,,0,,,,,,,,
33719,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-rainbow.jpg,"Temático","Sin dibujo RAINBOW",,0,,,,,,,,
34538,,"Sello personalizado REDONDO",1,,,39990,,"Modelo",SIRENA,,0,,,,,,,,
43144,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2022/11/tematicas-gamer-plancha.jpg,"Temático",GAMER,,0,,,,,,,,
48898,,"Botella térmica - 500 ml",1,3,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-pearl.jpg,"color",PEARL,,0,,,,,,,,
52298,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo AZUL - Letra CELESTE",,0,,,,,,,,
59043,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático","ESTRELLAS PASTEL",,0,,,,,,,,
67663,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",BASQUET,,0,,,,,,,,
69127,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2022/06/tag_monstruo.jpg,Modelo,MONSTRUO,,1,,,,,,,,
69187,,"Pins para Crocs",1,4,,3505,https://etiquecosas.ar/wp-content/uploads/2024/06/pin-cucurucho.jpg,"PINS PARA CROCS",cucurucho,,1,,,,,,,,
71263,,"100 etiquetas SUPER MINI para lapices y marcadores",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2022/11/super-mini-balnco-y-negro.jpg,"Color","BLANCO Y NEGRO",,0,,,,,,,,
71880,,"Contenedor plegable apilable Ay-Kasa Mini",1,3,,27995,https://etiquecosas.ar/wp-content/uploads/2024/10/oceano-minibox.jpg,"color",Océano,,0,,,,,,,,
73987,,"Tapa sorbetes",1,70,,3501,https://etiquecosas.ar/wp-content/uploads/2024/12/fotos-800-px-web-PRETZEL.png,"SELECCIONAR TAPA SORBETES",Pretzel,,1,,,,,,,,
80606,,"Parches bordados planchables",1,4,,3905,https://etiquecosas.ar/wp-content/uploads/2025/01/base-parche-bordado-book-lover.png,"Modelos parches","Book lover",,1,,,,,,,,
89478,,"Identificador de mochila - Personalizado",1,,,9000,https://etiquecosas.ar/wp-content/uploads/2025/03/identificador-simones-unicornio.jpg,"Modelo","Simones Sofía UNICORNIO",,0,,,,,,,,
91262,,"Diseños transfer con relieve",1,,,6005,https://etiquecosas.ar/wp-content/uploads/2025/06/disenos-en-relieve-flores-y-frutillas.jpg,"Modelo relieve","FLORES Y FRUTILLAS",,1,,,,,,,,
91830,,"Classic Box - Bloque organizador multiuso LEGO®",1,6,,36600,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-imanes-40.jpg,Color,Verde,,1,,,,,,,,
878,,"Etiquetas para alergias PERSONALIZADAS",1,,,10890,,"Seleccionar ICONO","NO AZUCAR",,0,"color",CELESTE,,0,,,,
14121,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2021/07/pastel-estrellas.jpg,"Temático","ESTRELLAS PASTEL",,0,,,,,,,,
14461,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2021/07/pastel-estrellas.jpg,"Temático","ESTRELLAS PASTEL",,0,,,,,,,,
30577,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,24300,https://etiquecosas.ar/wp-content/uploads/2022/06/aqua.jpg,"Cantidad","45 LETRAS",,0,"color",AQUA,,0,,,,
32237,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2022/09/PLANCHAS-SKATE.jpg,"Temático",SKATE,,0,,,,,,,,
32880,,"Letras iniciales adhesivas | COLOR AQUA",1,,,900,,"SELECCIONAR LETRA",I,,0,,,,,,,,
32932,,"Letras iniciales adhesivas | COLOR CHERRY",1,,,900,,"SELECCIONAR LETRA",I,,0,,,,,,,,
32962,,"Letras iniciales adhesivas | COLOR MOSTAZA",1,,,900,,"SELECCIONAR LETRA",I,,0,,,,,,,,
34539,,"Sello personalizado REDONDO",1,,,39990,,"Modelo",CORAZON,,0,,,,,,,,
48899,,"Botella térmica - 500 ml",1,3,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-indigo.jpg,"color",INDIGO,,0,,,,,,,,
52299,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo FUCSIA - Letra AMARILLO",,0,,,,,,,,
59044,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático","ESTRELLAS BLUE",,0,,,,,,,,
67664,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",NAUTICA,,0,,,,,,,,
69128,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2022/06/tag_oso.jpg,Modelo,OSO,,1,,,,,,,,
69188,,"Pins para Crocs",1,13,,3505,https://etiquecosas.ar/wp-content/uploads/2024/06/Pin-cupcake.jpg,"PINS PARA CROCS",Cupcake,,1,,,,,,,,
71881,,"Contenedor plegable apilable Ay-Kasa Mini",1,5,,27995,https://etiquecosas.ar/wp-content/uploads/2024/10/celeste-minibox.jpg,"color",Celeste,,0,,,,,,,,
73988,,"Tapa sorbetes",1,38,,3501,https://etiquecosas.ar/wp-content/uploads/2024/12/fotos-800-px-web-SMILE.png,"SELECCIONAR TAPA SORBETES",Smile,,1,,,,,,,,
80607,,"Parches bordados planchables",1,7,,3905,https://etiquecosas.ar/wp-content/uploads/2025/01/base-parche-bordado-cafe.png,"Modelos parches",café,,1,,,,,,,,
89479,,"Identificador de mochila - Personalizado",1,,,9000,https://etiquecosas.ar/wp-content/uploads/2025/03/identificador-zombie-no-tocar.jpg,"Modelo","Zombies NO TOCAR",,0,,,,,,,,
89892,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello",CAPIBARA,,0,,,,,,,,
91263,,"Diseños transfer con relieve",1,,,6005,https://etiquecosas.ar/wp-content/uploads/2025/06/disenos-en-relieve-flower-power.jpg,"Modelo relieve","FLOWER POWER",,1,,,,,,,,
879,,"Etiquetas para alergias PERSONALIZADAS",1,,,10890,,"Seleccionar ICONO","NO AZUCAR",,0,"color",ROSA,,0,,,,
14019,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2021/07/pastel-estrellas.jpg,"Temático","ESTRELLAS PASTEL",,0,,,,,,,,
14122,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2021/07/PLANCHAS-estrellas.jpg,"Temático","ESTRELLAS BLUE",,0,,,,,,,,
14462,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2021/07/PLANCHAS-estrellas.jpg,"Temático","ESTRELLAS BLUE",,0,,,,,,,,
30578,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,24300,https://etiquecosas.ar/wp-content/uploads/2022/06/mostaza.jpg,"Cantidad","45 LETRAS",,0,"color",MOSTAZA,,0,,,,
32881,,"Letras iniciales adhesivas | COLOR AQUA",0,,,900,,"SELECCIONAR LETRA",J,,0,,,,,,,,
32933,,"Letras iniciales adhesivas | COLOR CHERRY",0,,,900,,"SELECCIONAR LETRA",J,,0,,,,,,,,
32963,,"Letras iniciales adhesivas | COLOR MOSTAZA",1,,,900,,"SELECCIONAR LETRA",J,,0,,,,,,,,
34540,,"Sello personalizado REDONDO",1,,,39990,,"Modelo",BALLET,,0,,,,,,,,
48900,,"Botella térmica - 500 ml",0,0,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-onix.jpg,"color",ONIX,,0,,,,,,,,
52300,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo AZUL - Letra BLANCO",,0,,,,,,,,
54151,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello",CAMIONETA,,0,,,,,,,,
59045,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático",LLAMAS,,0,,,,,,,,
67665,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",DINOSAURIOS,,0,,,,,,,,
69129,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2021/01/tag_pirata.jpg,Modelo,PIRATA,,1,,,,,,,,
